model,period,target,capacity,rows,selected,true_positives_selected,precision,recall,prevalence,lift
extended_boosting,2025-08,responded_strict,0.47,2012,946,120,0.12684989429175475,0.821917808219178,0.07256461232604373,1.7480958035274696
extended_boosting,2025-08,responded_strict,0.48,2012,966,120,0.12422360248447205,0.821917808219178,0.07256461232604373,1.711903343827108
extended_boosting,2025-08,responded_strict,0.49,2012,986,122,0.12373225152129817,0.8356164383561644,0.07256461232604373,1.7051321237044652
extended_boosting,2025-08,responded_strict,0.5,2012,1006,122,0.12127236580516898,0.8356164383561644,0.07256461232604373,1.6712328767123288
extended_boosting,2025-08,responded_strict,0.51,2012,1027,122,0.11879259980525804,0.8356164383561644,0.07256461232604373,1.6370596630697205
extended_boosting,2025-08,responded_strict,0.52,2012,1047,122,0.11652340019102196,0.8356164383561644,0.07256461232604373,1.605788227289974
extended_boosting,2025-08,responded_strict,0.53,2012,1067,123,0.11527647610121837,0.8424657534246576,0.07256461232604373,1.5886045884633655
extended_boosting,2025-08,responded_strict,0.54,2012,1087,124,0.1140754369825207,0.8493150684931506,0.07256461232604373,1.5720532822522717
extended_boosting,2025-08,responded_strict,0.55,2012,1107,125,0.11291779584462511,0.8561643835616438,0.07256461232604373,1.5561000358862036
extended_boosting,2025-08,responded_strict,0.56,2012,1127,125,0.11091393078970718,0.8561643835616438,0.07256461232604373,1.5284851284170606
extended_boosting,2025-08,responded_strict,0.57,2012,1147,125,0.10897994768962511,0.8561643835616438,0.07256461232604373,1.501833251722779
extended_boosting,2025-08,responded_strict,0.58,2012,1167,125,0.10711225364181662,0.8561643835616438,0.07256461232604373,1.4760948926529798
extended_boosting,2025-08,responded_strict,0.59,2012,1188,126,0.10606060606060606,0.863013698630137,0.07256461232604373,1.4616023246160235
extended_boosting,2025-08,responded_strict,0.6,2012,1208,127,0.10513245033112582,0.8698630136986302,0.07256461232604373,1.4488115757960627
extended_boosting,2025-08,responded_strict,0.61,2012,1228,128,0.10423452768729642,0.8767123287671232,0.07256461232604373,1.4364374637454822
extended_boosting,2025-08,responded_strict,0.62,2012,1248,129,0.10336538461538461,0.8835616438356164,0.07256461232604373,1.4244599578503687
extended_boosting,2025-08,responded_strict,0.63,2012,1268,129,0.10173501577287067,0.8835616438356164,0.07256461232604373,1.4019921351713411
extended_boosting,2025-08,responded_strict,0.64,2012,1288,130,0.10093167701863354,0.8904109589041096,0.07256461232604373,1.3909214668595253
extended_boosting,2025-08,responded_strict,0.65,2012,1308,131,0.10015290519877676,0.8972602739726028,0.07256461232604373,1.3801893510954715
extended_boosting,2025-08,responded_strict,0.66,2012,1328,131,0.09864457831325302,0.8972602739726028,0.07256461232604373,1.3594033668922265
extended_boosting,2025-08,responded_strict,0.67,2012,1349,133,0.09859154929577464,0.910958904109589,0.07256461232604373,1.3586725834458808
extended_boosting,2025-08,responded_strict,0.68,2012,1369,134,0.09788166544923302,0.9178082191780822,0.07256461232604373,1.348889800574362
extended_boosting,2025-08,responded_strict,0.69,2012,1389,134,0.0964722822174226,0.9178082191780822,0.07256461232604373,1.3294673412428375
extended_boosting,2025-08,responded_strict,0.7,2012,1409,135,0.09581263307310149,0.9246575342465754,0.07256461232604373,1.3203768338567137
extended_boosting,2025-08,responded_strict,0.71,2012,1429,135,0.09447165850244926,0.9246575342465754,0.07256461232604373,1.301897102102246
extended_boosting,2025-08,responded_strict,0.72,2012,1449,136,0.09385783298826778,0.9315068493150684,0.07256461232604373,1.2934380820027038
extended_boosting,2025-08,responded_strict,0.73,2012,1469,137,0.09326072157930565,0.9383561643835616,0.07256461232604373,1.2852093960107054
extended_boosting,2025-08,responded_strict,0.74,2012,1489,137,0.09200805910006717,0.9383561643835616,0.07256461232604373,1.2679466774611996
extended_boosting,2025-08,responded_strict,0.75,2012,1509,137,0.09078860172299535,0.9383561643835616,0.07256461232604373,1.2511415525114156
extended_boosting,2025-08,responded_strict,0.76,2012,1530,137,0.08954248366013072,0.9383561643835616,0.07256461232604373,1.2339690213985137
extended_boosting,2025-08,responded_strict,0.77,2012,1550,137,0.08838709677419355,0.9383561643835616,0.07256461232604373,1.2180468404772427
extended_boosting,2025-08,responded_strict,0.78,2012,1570,138,0.08789808917197452,0.9452054794520548,0.07256461232604373,1.2113079137946077
extended_boosting,2025-08,responded_strict,0.79,2012,1590,140,0.0880503144654088,0.958904109589041,0.07256461232604373,1.2134057034548118
extended_boosting,2025-08,responded_strict,0.8,2012,1610,140,0.08695652173913043,0.958904109589041,0.07256461232604373,1.1983323406789756
extended_boosting,2025-08,responded_strict,0.81,2012,1630,140,0.08588957055214724,0.958904109589041,0.07256461232604373,1.1836288763761662
extended_boosting,2025-08,responded_strict,0.82,2012,1650,140,0.08484848484848485,0.958904109589041,0.07256461232604373,1.1692818596928187
extended_boosting,2025-08,responded_strict,0.83,2012,1670,141,0.0844311377245509,0.9657534246575342,0.07256461232604373,1.1635304732999754
extended_boosting,2025-08,responded_strict,0.84,2012,1691,141,0.0833826138379657,0.9657534246575342,0.07256461232604373,1.1490809523423768
extended_boosting,2025-08,responded_strict,0.85,2012,1711,141,0.08240794856808883,0.9657534246575342,0.07256461232604373,1.1356492638287312
extended_boosting,2025-08,responded_strict,0.86,2012,1731,141,0.08145580589254767,0.9657534246575342,0.07256461232604373,1.1225279551767529
extended_boosting,2025-08,responded_strict,0.87,2012,1751,142,0.08109651627641348,0.9726027397260274,0.07256461232604373,1.11757664895989
extended_boosting,2025-08,responded_strict,0.88,2012,1771,143,0.08074534161490683,0.9794520547945206,0.07256461232604373,1.1127371734876201
extended_boosting,2025-08,responded_strict,0.89,2012,1791,143,0.07984366275823562,0.9794520547945206,0.07256461232604373,1.1003112977367813
extended_boosting,2025-08,responded_strict,0.9,2012,1811,143,0.078961899503037,0.9794520547945206,0.07256461232604373,1.0881598753432222
extended_boosting,2025-08,responded_strict,0.91,2012,1831,144,0.07864554888039323,0.9863013698630136,0.07256461232604373,1.0838003037489807
extended_boosting,2025-08,responded_strict,0.92,2012,1852,144,0.07775377969762419,0.9863013698630136,0.07256461232604373,1.0715109914494512
extended_boosting,2025-08,responded_strict,0.93,2012,1872,145,0.07745726495726496,0.9931506849315068,0.07256461232604373,1.0674247746165555
extended_boosting,2025-08,responded_strict,0.94,2012,1892,146,0.07716701902748414,1.0,0.07256461232604373,1.0634249471458774
extended_boosting,2025-08,responded_strict,0.95,2012,1912,146,0.07635983263598327,1.0,0.07256461232604373,1.0523012552301256
extended_boosting,2025-08,responded_strict,0.96,2012,1932,146,0.07556935817805382,1.0,0.07256461232604373,1.041407867494824
extended_boosting,2025-08,responded_strict,0.97,2012,1952,146,0.07479508196721311,1.0,0.07256461232604373,1.0307377049180328
extended_boosting,2025-08,responded_strict,0.98,2012,1972,146,0.07403651115618662,1.0,0.07256461232604373,1.0202839756592292
extended_boosting,2025-08,responded_strict,0.99,2012,1992,146,0.07329317269076305,1.0,0.07256461232604373,1.0100401606425702
extended_boosting,2025-08,responded_strict,1.0,2012,2012,146,0.07256461232604373,1.0,0.07256461232604373,1.0
extended_boosting,2025-09,responded_strict,0.01,2038,21,11,0.5238095238095238,0.07096774193548387,0.0760549558390579,6.887250384024578
extended_boosting,2025-09,responded_strict,0.02,2038,41,19,0.4634146341463415,0.12258064516129032,0.0760549558390579,6.09315499606609
extended_boosting,2025-09,responded_strict,0.03,2038,62,24,0.3870967741935484,0.15483870967741936,0.0760549558390579,5.089698231009365
extended_boosting,2025-09,responded_strict,0.04,2038,82,28,0.34146341463414637,0.18064516129032257,0.0760549558390579,4.489693154996067
extended_boosting,2025-09,responded_strict,0.05,2038,102,35,0.3431372549019608,0.22580645161290322,0.0760549558390579,4.511701454775459
extended_boosting,2025-09,responded_strict,0.06,2038,123,44,0.35772357723577236,0.2838709677419355,0.0760549558390579,4.703488067138736
extended_boosting,2025-09,responded_strict,0.07,2038,143,48,0.3356643356643357,0.3096774193548387,0.0760549558390579,4.413444619896233
extended_boosting,2025-09,responded_strict,0.08,2038,164,52,0.3170731707317073,0.33548387096774196,0.0760549558390579,4.169000786782061
extended_boosting,2025-09,responded_strict,0.09,2038,184,56,0.30434782608695654,0.36129032258064514,0.0760549558390579,4.001683029453016
extended_boosting,2025-09,responded_strict,0.1,2038,204,58,0.28431372549019607,0.3741935483870968,0.0760549558390579,3.7382669196710943
extended_boosting,2025-09,responded_strict,0.11,2038,225,63,0.28,0.4064516129032258,0.0760549558390579,3.6815483870967745
extended_boosting,2025-09,responded_strict,0.12,2038,245,66,0.2693877551020408,0.4258064516129032,0.0760549558390579,3.54201448321264
extended_boosting,2025-09,responded_strict,0.13,2038,265,67,0.2528301886792453,0.432258064516129,0.0760549558390579,3.3243091905051734
extended_boosting,2025-09,responded_strict,0.14,2038,286,70,0.24475524475524477,0.45161290322580644,0.0760549558390579,3.21813670200767
extended_boosting,2025-09,responded_strict,0.15,2038,306,74,0.24183006535947713,0.4774193548387097,0.0760549558390579,3.1796753109846088
extended_boosting,2025-09,responded_strict,0.16,2038,327,78,0.23853211009174313,0.5032258064516129,0.0760549558390579,3.136312518496597
extended_boosting,2025-09,responded_strict,0.17,2038,347,80,0.23054755043227665,0.5161290322580645,0.0760549558390579,3.031328437296644
extended_boosting,2025-09,responded_strict,0.18,2038,367,80,0.21798365122615804,0.5161290322580645,0.0760549558390579,2.8661334270897423
extended_boosting,2025-09,responded_strict,0.19,2038,388,81,0.20876288659793815,0.5225806451612903,0.0760549558390579,2.744895244429664
extended_boosting,2025-09,responded_strict,0.2,2038,408,87,0.21323529411764705,0.5612903225806452,0.0760549558390579,2.8037001897533207
extended_boosting,2025-09,responded_strict,0.21,2038,428,91,0.21261682242990654,0.5870967741935483,0.0760549558390579,2.795568284594513
extended_boosting,2025-09,responded_strict,0.22,2038,449,94,0.20935412026726058,0.6064516129032258,0.0760549558390579,2.752669013578562
extended_boosting,2025-09,responded_strict,0.23,2038,469,97,0.2068230277185501,0.6258064516129033,0.0760549558390579,2.7193892289703556
extended_boosting,2025-09,responded_strict,0.24,2038,490,99,0.20204081632653062,0.6387096774193548,0.0760549558390579,2.65651086240948
extended_boosting,2025-09,responded_strict,0.25,2038,510,99,0.19411764705882353,0.6387096774193548,0.0760549558390579,2.552333965844402
extended_boosting,2025-09,responded_strict,0.26,2038,530,101,0.19056603773584907,0.6516129032258065,0.0760549558390579,2.505636031649422
extended_boosting,2025-09,responded_strict,0.27,2038,551,102,0.1851179673321234,0.6580645161290323,0.0760549558390579,2.434002693050758
extended_boosting,2025-09,responded_strict,0.28,2038,571,103,0.18038528896672504,0.6645161290322581,0.0760549558390579,2.3717756058979718
extended_boosting,2025-09,responded_strict,0.29,2038,592,103,0.17398648648648649,0.6645161290322581,0.0760549558390579,2.2876416739319967
extended_boosting,2025-09,responded_strict,0.3,2038,612,106,0.17320261437908496,0.6838709677419355,0.0760549558390579,2.277335020029517
extended_boosting,2025-09,responded_strict,0.31,2038,632,107,0.16930379746835442,0.6903225806451613,0.0760549558390579,2.2260718660677825
extended_boosting,2025-09,responded_strict,0.32,2038,653,108,0.16539050535987748,0.6967741935483871,0.0760549558390579,2.174618386602776
extended_boosting,2025-09,responded_strict,0.33,2038,673,110,0.16344725111441308,0.7096774193548387,0.0760549558390579,2.1490677275559604
extended_boosting,2025-09,responded_strict,0.34,2038,693,116,0.1673881673881674,0.7483870967741936,0.0760549558390579,2.200884420239259
extended_boosting,2025-09,responded_strict,0.35,2038,714,118,0.16526610644257703,0.7612903225806451,0.0760549558390579,2.17298274148369
extended_boosting,2025-09,responded_strict,0.36,2038,734,118,0.16076294277929154,0.7612903225806451,0.0760549558390579,2.1137734024786847
extended_boosting,2025-09,responded_strict,0.37,2038,755,119,0.1576158940397351,0.7677419354838709,0.0760549558390579,2.0723947874385815
extended_boosting,2025-09,responded_strict,0.38,2038,775,121,0.15612903225806452,0.7806451612903226,0.0760549558390579,2.052844953173777
extended_boosting,2025-09,responded_strict,0.39,2038,795,121,0.15220125786163521,0.7806451612903226,0.0760549558390579,2.001201054980726
extended_boosting,2025-09,responded_strict,0.4,2038,816,121,0.1482843137254902,0.7806451612903226,0.0760549558390579,1.9496995572422517
