model,target,capacity,months,rows,selected,true_positives_selected,precision,precision_min,precision_max,recall,prevalence,lift
core_logistic,responded_strict,0.53,6,12135,6436,794,0.12335564513041362,0.11246485473289597,0.1333955223880597,0.871488304165586,0.07507063050854175,1.643182730972798
core_logistic,responded_strict,0.54,6,12135,6556,799,0.12186082029016142,0.11131554737810488,0.13278388278388278,0.8768564138735812,0.07507063050854175,1.623043291269686
core_logistic,responded_strict,0.55,6,12135,6677,802,0.12010338769400052,0.1102077687443541,0.1303956834532374,0.880274578661609,0.07507063050854175,1.5998411941262758
core_logistic,responded_strict,0.56,6,12135,6798,804,0.11826059353928971,0.10825199645075421,0.12809187279151943,0.8823842833029593,0.07507063050854175,1.5751331326049482
core_logistic,responded_strict,0.57,6,12135,6919,809,0.11691587246131778,0.10723626852659111,0.12586805555555555,0.8880228015771632,0.07507063050854175,1.5574692392426304
core_logistic,responded_strict,0.58,6,12135,7041,811,0.11517261021362069,0.1062553556126821,0.12361466325660699,0.8902396229057831,0.07507063050854175,1.5343011879102069
core_logistic,responded_strict,0.59,6,12135,7163,820,0.11446921031845235,0.10606060606060606,0.12154233025984912,0.9003715747852192,0.07507063050854175,1.525351814677447
core_logistic,responded_strict,0.6,6,12135,7284,824,0.11311722905068315,0.10513245033112582,0.11953833470733718,0.9047543595456253,0.07507063050854175,1.5073088254207836
core_logistic,responded_strict,0.61,6,12135,7406,831,0.11219916430781464,0.10504885993485343,0.1192214111922141,0.912485781720973,0.07507063050854175,1.4951424764814298
core_logistic,responded_strict,0.62,6,12135,7527,836,0.11105890598158491,0.10416666666666667,0.11802232854864433,0.9179167845107292,0.07507063050854175,1.4798609709096644
core_logistic,responded_strict,0.63,6,12135,7647,839,0.10970930060618071,0.10252365930599369,0.11616954474097331,0.9211919903175807,0.07507063050854175,1.4618368871501957
core_logistic,responded_strict,0.64,6,12135,7769,843,0.10849996800920697,0.10093167701863354,0.1151468315301391,0.9255562471468405,0.07507063050854175,1.4456947973810206
core_logistic,responded_strict,0.65,6,12135,7891,848,0.10745531042519457,0.10015290519877676,0.11339421613394216,0.9309580419340149,0.07507063050854175,1.4316522236173173
core_logistic,responded_strict,0.66,6,12135,8012,851,0.10620792441437236,0.09939759036144578,0.11244377811094453,0.9342026647954556,0.07507063050854175,1.414946093441145
core_logistic,responded_strict,0.67,6,12135,8134,853,0.10486084869078838,0.09785025945144551,0.11143911439114391,0.9363619939359168,0.07507063050854175,1.3969487151647986
core_logistic,responded_strict,0.68,6,12135,8254,857,0.10382260180615199,0.09788166544923302,0.11054545454545454,0.940748169308773,0.07507063050854175,1.3830869021646015
core_logistic,responded_strict,0.69,6,12135,8377,862,0.10289619416312985,0.0964722822174226,0.10967741935483871,0.9461827042560856,0.07507063050854175,1.3706484754364652
core_logistic,responded_strict,0.7,6,12135,8497,864,0.10167666076187021,0.09510290986515259,0.10812720848056537,0.9483332418904942,0.07507063050854175,1.354362918583005
core_logistic,responded_strict,0.71,6,12135,8618,868,0.10071277807039912,0.09377186843946816,0.1073170731707317,0.9525664333783989,0.07507063050854175,1.341310487844761
core_logistic,responded_strict,0.72,6,12135,8740,870,0.09953614445286274,0.09385783298826778,0.10576923076923077,0.95484953840123,0.07507063050854175,1.325755272862047
core_logistic,responded_strict,0.73,6,12135,8862,873,0.09850486053457369,0.09257998638529612,0.1043360433604336,0.9580345118597844,0.07507063050854175,1.3118637944115854
core_logistic,responded_strict,0.74,6,12135,8983,874,0.09728983021451765,0.09151636606546426,0.10294117647058823,0.9591760643711998,0.07507063050854175,1.2957357030793935
core_logistic,responded_strict,0.75,6,12135,9103,875,0.09611780325459468,0.0903098220171391,0.10158311345646438,0.9603176168826155,0.07507063050854175,1.2801770529844967
core_logistic,responded_strict,0.76,6,12135,9224,879,0.09529180681720573,0.08978529603122967,0.10026041666666667,0.9647906339913184,0.07507063050854175,1.2692697405460769
