selected_precision,baseline_precision,difference
0.19305663576246146,0.14333831257278537,0.04971832318967609
0.19772212875661152,0.14193727986831436,0.055784848888297156
0.20558089561920978,0.14225506294471812,0.06332583267449166
0.20232947612379104,0.1601868003177489,0.04214267580604214
0.18772452809403442,0.13887791727779572,0.0488466108162387
0.20253345558005056,0.15478381356517557,0.047749642014875
0.20318802397655444,0.15691368236171102,0.04627434161484342
0.20973796426360816,0.15350753163101774,0.05623043263259042
0.18997344361329035,0.14307608100711547,0.046897362606174886
0.19340833189321485,0.13989793524143512,0.05351039665177973
0.20411886101761542,0.17189560147081706,0.03222325954679836
0.19884158850587752,0.15350681929694668,0.04533476920893084
0.18939334081191372,0.16197979157521664,0.027413549236697088
0.2068230908629911,0.15480782597473627,0.052015264888254836
0.2103990308367721,0.1470427451092242,0.06335628572754792
0.17224411509590862,0.1318799520431697,0.040364163052738905
0.18698814325877033,0.15072729495171738,0.03626084830705295
0.21168786608827783,0.16144237760295402,0.050245488485323814
0.1982211602283287,0.1453665410654658,0.05285461916286291
0.20512691152823292,0.15057106429134823,0.0545558472368847
0.18363599970663377,0.14803757329063225,0.03559842641600153
0.21381442055682665,0.15594708504009727,0.057867335516729373
0.21169554478168986,0.17131707011820718,0.04037847466348268
0.202784670526606,0.15563003839363976,0.04715463213296625
0.1841670503386675,0.1488367104978766,0.0353303398407909
0.20684895837430553,0.16648669139060002,0.040362266983705514
0.17542554748085648,0.1218846022533288,0.053540945227527684
0.21030162717764314,0.16805001395661956,0.04225161322102358
0.18678963569949816,0.1563172698598511,0.030472365839647075
0.19690296885946376,0.14164435609250836,0.0552586127669554
0.1880183807352609,0.15586235095535858,0.03215602977990231
0.2052698757756082,0.15247437815692974,0.052795497618678466
0.20466209657451362,0.1674821695936711,0.03717992698084252
0.20495130793867564,0.1670829361717416,0.03786837176693403
0.20546829119002122,0.1656058462989156,0.03986244489110563
0.20584991647610243,0.16308243727598568,0.042767479200116754
0.2034653465346535,0.16310149533471865,0.04036385119993485
0.20132474997357544,0.14536642499902333,0.05595832497455211
0.20181563113251919,0.16967920336041778,0.032136427772101406
0.20572935671945572,0.1474039295821474,0.05832542713730832
0.2012707340489418,0.14278860714782407,0.05848212690111773
0.20938929754555477,0.17059376854088248,0.038795529004672286
0.21038848487826453,0.15663894553227034,0.05374953934599419
0.17900438692517903,0.13792663050088794,0.041077756424291095
0.20863955476524812,0.1558045387004042,0.05283501606484392
0.2055676591624304,0.1572076978939724,0.048359961268457985
0.17679950786977439,0.14047867837892222,0.03632082949085216
0.17561974327467342,0.1327211410527306,0.042898602221942805
0.21055476566756348,0.16855208124974097,0.04200268441782251
0.2016484754821469,0.14837486718825463,0.05327360829389227
0.1913020200376522,0.15433986008698652,0.03696215995066568
0.19295172760519294,0.1608829801899109,0.03206874741528204
0.19799013623028286,0.1433045712729981,0.05468556495728477
0.18981696162410888,0.1493955218623105,0.04042143976179838
0.21250415815982496,0.17131495236797423,0.04118920579185073
