hcp_id
100010
100013
100019
100029
100037
100042
100044
100045
100056
100063
100065
100066
100075
100076
100080
100091
100093
100106
100109
100117
100127
100133
100139
100143
100144
100150
100157
100159
100162
100164
100166
100171
100182
100185
100194
100196
100200
100206
100215
100216
100217
100221
100227
100231
100236
100237
100242
100248
100251
100253
100255
100268
100269
100276
100278
100279
100283
100284
100295
100299
100300
100308
100310
100316
100317
100331
100334
100337
100339
100340
100346
100356
100363
100364
100366
100371
100385
100389
100390
100398
100408
100409
100425
100427
100441
100446
100456
100461
100474
100475
100480
100486
100493
100496
100497
100501
100504
100512
100515
100516
100518
100526
100538
100540
100551
100552
100560
100563
100568
100575
100580
100582
100583
100584
100588
100592
100593
100600
100607
100611
100618
100622
100623
100627
100630
100631
100632
100636
100637
100639
100641
100643
100645
100647
100654
100667
100675
100678
100686
100687
100688
100711
100716
100720
100729
100739
100745
100746
100749
100754
100758
100761
100765
100767
100769
100770
100771
100782
100791
100794
100796
100801
100809
100811
100817
100821
100823
100828
100832
100835
100842
100843
100848
100849
100851
100857
100862
100863
100866
100868
100870
100884
100885
100890
100905
100907
100914
100924
100926
100928
100931
100932
100943
100949
100950
100954
100961
100963
100992
100996
101003
101014
101020
101021
101023
101028
101039
101041
101042
101044
101061
101063
101067
101076
101077
101082
101086
101095
101098
101099
101101
101105
101111
101115
101122
101125
101130
101132
101137
101140
101148
101152
101172
101177
101178
101179
101188
101193
101204
101207
101210
101213
101215
101216
101223
101231
101236
101243
101245
101250
101258
101262
101271
101278
101279
101282
101289
101292
101297
101301
101305
101312
101315
101316
101317
101318
101325
101331
101332
101333
101339
101346
101356
101357
101358
101374
101378
101383
101393
101394
101396
101399
101405
101420
101421
101422
101426
101429
101435
101442
101447
101451
101452
101458
101459
101468
101471
101473
101483
101492
101493
101502
101515
101517
101522
101527
101532
101536
101537
101540
101542
101543
101546
101558
101566
101579
101581
101582
101591
101594
101606
101618
101629
101637
101650
101655
101671
101674
101675
101680
101682
101687
101709
101714
101718
101725
101745
101761
101769
101770
101771
101777
101785
101787
101789
101798
101799
101801
101804
101808
101811
101815
101817
101818
101821
101826
101829
101833
101835
101837
101839
101843
101845
101854
101861
101863
101866
101871
101873
101875
101876
101881
101882
101886
101893
101896
101898
101902
101909
101919
101922
101924
101931
101941
101942
101946
101951
101955
101959
101961
101964
101969
101972
101978
101979
101981
101987
101991
102004
102008
102009
102014
102017
102019
102020
102024
102025
102032
102036
102047
102050
102059
102062
102063
102068
102074
102076
102078
102085
102094
