model,average_precision,precision_05,precision_10,precision_20
core_logistic,0.23964092770017578,0.31155762635087036,0.2730413435432213,0.20099621073218432
decile,0.14315043220462928,0.18006212385944476,0.1792258043538344,0.15485270749297153
extended_boosting,0.24956108412307457,0.33116546948812525,0.26153896177795116,0.2018151815181518
extended_logistic,0.24325723072952407,0.3376367048469553,0.2697572712936318,0.1985250376889541
