selected_precision,baseline_precision,difference
0.33003300330033003,0.18151815181518152,0.1485148514851485
0.3562091503267974,0.18300653594771243,0.17320261437908496
0.3398692810457517,0.1895424836601307,0.150326797385621
0.30033003300330036,0.19801980198019806,0.1023102310231023
0.2927586876334693,0.20377920144955672,0.08897948618391258
0.32786513945512197,0.16035721219180743,0.16750792726331454
0.36180676891218533,0.16456351517504691,0.1972432537371384
0.31880540995275997,0.16411052869992881,0.15469488125283115
0.2908496732026144,0.16013071895424835,0.13071895424836605
0.30460104834012813,0.14078172523134666,0.16381932310878147
0.33993399339933994,0.21452145214521454,0.1254125412541254
0.33576004659289466,0.15165340063418106,0.1841066459587136
0.3266860803727432,0.16133307448391898,0.16535300588882423
0.3146961754999029,0.16375461075519315,0.15094156474470977
0.30152721154468387,0.1341810651653401,0.16734614637934378
0.2991975668155051,0.14434090467870317,0.1548566621368019
0.31136348929010554,0.15107098945188638,0.16029249983821917
0.35400893030479513,0.19054552514074938,0.16346340516404576
0.3355335533553356,0.1743027243900861,0.16123082896524948
0.34983498349834985,0.1716171617161716,0.17821782178217824
0.28358635863586357,0.16470070536465412,0.11888565327120945
0.3422312819517246,0.16430466576069372,0.17792661619103087
0.33770141720054364,0.1965961302012554,0.14110528699928823
0.34653465346534656,0.1221122112211221,0.22442244224422447
0.2951854008930305,0.17384973791496794,0.12133566297806259
0.35177635410599883,0.1445026855626739,0.20727366854332493
0.2727949265514787,0.1609719795508963,0.1118229470005824
0.3861386138613861,0.1848184818481848,0.2013201320132013
0.3508703811557626,0.16042192454539572,0.19044845661036686
0.2785866821976315,0.1570892383355983,0.1214974438620332
0.3191936840742898,0.16453115899825277,0.154662525076037
0.30596000776548243,0.18103280916326925,0.12492719860221319
0.31925839642787807,0.16786384520805023,0.15139455121982784
0.3476671196531418,0.16388403546236976,0.18378308419077202
0.3575577557755776,0.19504950495049508,0.1625082508250825
0.34841131171940726,0.14123471170646476,0.2071766000129425
0.33766906102374944,0.1768588623568239,0.16081019866692553
0.32763864621756295,0.19633728078690224,0.1313013654306607
0.38801527211544684,0.1775059858927069,0.21050928622273993
0.34553161198472787,0.1318837766129554,0.21364783537177248
0.3048922539312755,0.17041998317478804,0.13447227075648746
0.3681162233870446,0.18737461981492265,0.18074160357212193
0.3443234323432343,0.1955115511551155,0.1488118811881188
0.26231152527017404,0.14421147997152658,0.11810004529864745
0.34109881576392936,0.166957872257814,0.17414094350611536
0.3888888888888889,0.18627450980392157,0.20261437908496732
0.28602860286028603,0.1448909596842037,0.14113764317608232
0.32566491943311976,0.14437326085549732,0.18129165857762244
0.3310036886041545,0.1931016631074872,0.13790202549666733
0.34313725490196073,0.18300653594771243,0.1601307189542483
0.3235294117647059,0.20915032679738563,0.11437908496732027
0.36708082572963185,0.1571215945123924,0.20995923121723944
0.3234323432343234,0.1716171617161716,0.1518151815181518
0.31586099786449234,0.16786384520805023,0.14799715265644212
0.3508703811557627,0.20031709053258265,0.15055329062318004
0.27321555684980264,0.16802562609202099,0.10518993075778166
0.3366873809025677,0.22508464438676876,0.11160273651579897
0.34653465346534656,0.1716171617161716,0.17491749174917495
0.3377887788778877,0.16544554455445545,0.17234323432343227
0.3146638193231088,0.14440561703229146,0.1702582022908173
0.37491102051381614,0.19374878664337025,0.1811622338704459
0.3290299618197114,0.18452727625703746,0.14450268556267393
0.28983438035408343,0.1690779871819278,0.12075639317215564
0.35400893030479513,0.17368795703099718,0.18032097327379795
0.32572963178670805,0.16420759723031128,0.16152203455639677
0.3586358635863586,0.14832071442438363,0.210315149161975
0.3594771241830066,0.16339869281045752,0.19607843137254907
0.35740632886818097,0.22959943053128842,0.12780689833689254
0.36843978515498604,0.1578334304018637,0.21060635475312234
0.36517181129877696,0.19734032226752088,0.16783148903125608
0.30288617097003817,0.19756681550507993,0.10531935546495824
0.28712871287128716,0.1815181518151815,0.10561056105610567
0.3719342522487543,0.19090144308548504,0.18103280916326928
0.25742574257425743,0.1485148514851485,0.10891089108910892
0.3215880411570569,0.14440561703229146,0.17718242412476545
0.3388985957419271,0.15472723742962533,0.18417135831230178
0.348799585840937,0.18119459004724003,0.16760499579369698
0.269624021225652,0.1480295088332363,0.1215945123924157
0.36200090597295026,0.18750404452209926,0.174496861450851
0.3025626092020967,0.14133178023684723,0.16123082896524948
0.37254901960784315,0.17647058823529413,0.19607843137254902
0.36419141914191416,0.172013201320132,0.19217821782178215
0.30698440432278523,0.14208503203261505,0.16489937229017018
0.32249401410729306,0.151426907396622,0.17106710671067105
0.3770788843590241,0.19015725101921954,0.18692163333980455
0.3355011971785414,0.19416941694169418,0.1413317802368472
0.3243894389438944,0.19518151815181517,0.1292079207920792
0.306089432472659,0.17789426001423672,0.1281951724584223
0.3552384650229729,0.18112987769365171,0.1741085873293212
0.3587005759399469,0.1906102374943377,0.16809033844560922
0.33867210250436813,0.164369378114282,0.17430272439008612
0.31699346405228757,0.16666666666666666,0.1503267973856209
0.34640522875816987,0.19281045751633985,0.15359477124183002
0.380282145861645,0.1835889471300071,0.1966931987316379
0.3104575163398693,0.12745098039215685,0.18300653594771243
0.3451756940399922,0.18096809680968096,0.16420759723031125
0.33427166246036366,0.14388791820358507,0.1903837442567786
0.3452080502167864,0.16446644664466445,0.18074160357212196
0.3529618844237365,0.18133048598977544,0.17163139843396105
0.3847472982592377,0.20364977674238013,0.18109752151685757
0.31806121788649455,0.19028667572639615,0.1277745421600984
0.29508833236264803,0.18659807157186306,0.10849026079078497
0.3157639293341099,0.19073966220151428,0.12502426713259562
0.31136348929010543,0.12110916974050345,0.19025431954960198
0.3582475894648289,0.17080825729631785,0.18743933216851102
0.3540736426583835,0.18999547013524884,0.16407817252313464
0.3224616579304989,0.16466058370542938,0.15780107422506953
0.31123406458292885,0.1705170517051705,0.14071701287775834
0.34983498349834985,0.16171617161716173,0.18811881188118812
0.35294117647058826,0.1699346405228758,0.18300653594771246
0.3296622015142691,0.15823011712936,0.17143208438490912
0.34773183200673,0.18381544036756617,0.16391639163916386
0.33581699346405225,0.16803921568627453,0.16777777777777772
0.3642904290429043,0.1721122112211221,0.1921782178217822
0.3191289717207015,0.177958972367825,0.14116999935287647
0.3083543648482496,0.1771824241247654,0.13117194072348418
0.27968679220863263,0.16113376043486702,0.11855303177376561
0.3574710412217692,0.18381544036756617,0.17365560085420303
0.28628745227463925,0.15155633210379862,0.13473112017084063
0.3356953342393063,0.17113181906425937,0.16456351517504694
0.3377661295541319,0.14074936905455251,0.19701676049957936
0.34983498349834985,0.2277227722772277,0.12211221122112215
0.31909661554390734,0.1939429237041351,0.12515369183977224
0.36711318190642594,0.19326344399145798,0.17384973791496797
0.36824564809422117,0.1679285575616385,0.20031709053258268
0.3386073901507798,0.19064259367113182,0.14796479647964797
0.3093574063288682,0.17459392998123344,0.13476347634763478
0.32770335857115124,0.17689121853361808,0.15081214003753315
0.3013977868375073,0.17029055846761146,0.13110722836989583
0.30479518540089306,0.20002588494143533,0.10476930045945773
0.30583058305830585,0.18051511033456288,0.12531547272374297
0.3189348346599366,0.14799715265644212,0.1709376820034945
0.35947712418300654,0.16013071895424835,0.19934640522875818
0.3486378049569663,0.15437131948488966,0.19426648547207662
0.37381091050281495,0.1835889471300071,0.19022196337280786
0.30816022778748464,0.186792208632628,0.12136801915485665
0.35070860027179185,0.18993075778166055,0.1607778424901313
0.3326143790849673,0.19111111111111112,0.1415032679738562
0.381576392933411,0.20727366854332493,0.17430272439008607
0.3802749206959531,0.20327469640167897,0.17700022429427412
0.34763476347634764,0.2004788714165534,0.14715589205979424
0.3441079402057852,0.166957872257814,0.17715006794797122
0.3636834271662461,0.19646670549407882,0.16721672167216725
0.37837313143079015,0.16446644664466445,0.2139066847861257
0.2721801591923898,0.15058564679997413,0.12159451239241567
0.27224487154597815,0.1576392933410988,0.11460557820487935
0.311687051058047,0.20695010677538342,0.10473694428266359
0.3137254901960784,0.2058823529411765,0.10784313725490194
0.34119588429431175,0.18999547013524884,0.1512004141590629
0.35857115123277034,0.17446450527405685,0.18410664595871348
0.2949174917491749,0.1718811881188119,0.12303630363036303
0.3028214586164499,0.15466252507603703,0.14815893354041285
0.30662395651329843,0.18793567592053326,0.11868828059276518
0.29916521063871093,0.13502232576198797,0.16414288487672296
0.35633016242800747,0.2011680579822688,0.15516210444573866
0.42810457516339867,0.2026143790849673,0.22549019607843138
0.35947712418300654,0.18627450980392157,0.17320261437908496
0.3717724713647836,0.21054164239953407,0.1612308289652495
0.29916521063871093,0.1641752410535171,0.13498996958519383
0.33106840095774287,0.20957095709570958,0.12149744386203329
0.36060959037080176,0.1704846955283764,0.19012489484242537
0.28949071377726004,0.16469293988222353,0.12479777389503652
0.32252637028408726,0.16469293988222353,0.15783343040186373
0.33766906102374944,0.19374878664337022,0.14392027438037922
0.38021743350805665,0.1970167604995794,0.18320067300847725
0.3619361936193619,0.2004788714165534,0.1614573222028085
0.3322332233223322,0.20704717530576588,0.1251860480165663
0.3024978968485084,0.15793049893224617,0.14456739791626225
0.3389309519187213,0.18103280916326928,0.15789814275545203
0.30165663625186045,0.13091309130913092,0.17074354494272953
0.35727690416100427,0.20358506438879184,0.15369183977221243
0.3146961754999029,0.1571215945123924,0.1575745809875105
0.3356953342393063,0.18103280916326928,0.15466252507603703
0.34653465346534656,0.19141914191419143,0.15511551155115513
0.3641687698181583,0.20028473435578853,0.1638840354623698
0.3036303630363036,0.18481848184818483,0.11881188118811875
0.3432343234323432,0.20132013201320134,0.14191419141914188
0.3572769041610044,0.17672943764964733,0.18054746651135706
0.39028020449103734,0.19649906167087297,0.19378114282016437
0.40196078431372556,0.21241830065359477,0.1895424836601308
0.33779848573092597,0.19675791108522614,0.14104057464569983
0.2973856209150327,0.14705882352941177,0.1503267973856209
0.31655794991263836,0.1712677150067948,0.14529023490584356
0.33106840095774287,0.1635928298712224,0.16747557108652047
0.369281045751634,0.173202614379085,0.19607843137254902
0.32560020707953147,0.15805992363942276,0.1675402834401087
0.34750533876917106,0.1866951401022455,0.16081019866692556
0.35413835501197183,0.20018766582540606,0.15395068918656576
0.33563062188571796,0.16754028344010874,0.16809033844560922
0.3201320132013201,0.19801980198019806,0.12211221122112206
0.3245648094221187,0.19973467935028796,0.12483013007183072
0.3300653594771242,0.18627450980392157,0.1437908496732026
0.379303047951854,0.18126577363618715,0.19803727431566684
0.23671778942600144,0.1608749110205138,0.07584287840548765
0.3584093703487996,0.1743027243900861,0.1841066459587135
0.38235294117647056,0.18300653594771243,0.19934640522875813
0.32786513945512197,0.16385167928557562,0.16401346016954635
