model,period,target,capacity,rows,positives,selected,true_positives_selected,prevalence,precision,recall,lift,average_precision,roc_auc,mean_prediction,brier,log_loss
core_logistic,2025-09,responded_strict,0.05,2038,155,102,32,0.0760549558390579,0.3137254901960784,0.2064516129032258,4.124984187223276,0.24409578934903195,0.7801620612269372,0.08197533191033979,0.06402813957290938,0.2320153295565609
core_logistic,2025-09,responded_strict,0.1,2038,155,204,53,0.0760549558390579,0.25980392156862747,0.3419354838709677,3.4160025300442762,0.24409578934903195,0.7801620612269372,0.08197533191033979,0.06402813957290938,0.2320153295565609
core_logistic,2025-09,responded_strict,0.2,2038,155,408,81,0.0760549558390579,0.19852941176470587,0.5225806451612903,2.6103415559772296,0.24409578934903195,0.7801620612269372,0.08197533191033979,0.06402813957290938,0.2320153295565609
extended_logistic,2025-07,responded_strict,0.05,2025,150,102,31,0.07407407407407407,0.30392156862745096,0.20666666666666667,4.102941176470588,0.26307191563601795,0.7967573333333334,0.08109116505376693,0.06178414818239969,0.223135994790909
extended_logistic,2025-07,responded_strict,0.1,2025,150,203,56,0.07407407407407407,0.27586206896551724,0.37333333333333335,3.724137931034483,0.26307191563601795,0.7967573333333334,0.08109116505376693,0.06178414818239969,0.223135994790909
extended_logistic,2025-07,responded_strict,0.2,2025,150,405,85,0.07407407407407407,0.20987654320987653,0.5666666666666667,2.8333333333333335,0.26307191563601795,0.7967573333333334,0.08109116505376693,0.06178414818239969,0.223135994790909
extended_logistic,2025-08,responded_strict,0.05,2012,146,101,27,0.07256461232604373,0.26732673267326734,0.18493150684931506,3.6839820968398214,0.20447689084672624,0.7580385852090032,0.08030975681501604,0.06273585722072388,0.23077631191536271
extended_logistic,2025-08,responded_strict,0.1,2012,146,202,46,0.07256461232604373,0.22772277227722773,0.3150684931506849,3.13820697138207,0.20447689084672624,0.7580385852090032,0.08030975681501604,0.06273585722072388,0.23077631191536271
extended_logistic,2025-08,responded_strict,0.2,2012,146,403,79,0.07256461232604373,0.19602977667493796,0.541095890410959,2.7014514429450354,0.20447689084672624,0.7580385852090032,0.08030975681501604,0.06273585722072388,0.23077631191536271
extended_logistic,2025-09,responded_strict,0.05,2038,155,102,38,0.0760549558390579,0.37254901960784315,0.24516129032258063,4.898418722327641,0.26171097124486076,0.7845716341459236,0.08140785939102817,0.06337080861812651,0.22986285882426807
extended_logistic,2025-09,responded_strict,0.1,2038,155,204,59,0.0760549558390579,0.28921568627450983,0.38064516129032255,3.8027197975964584,0.26171097124486076,0.7845716341459236,0.08140785939102817,0.06337080861812651,0.22986285882426807
extended_logistic,2025-09,responded_strict,0.2,2038,155,408,87,0.0760549558390579,0.21323529411764705,0.5612903225806452,2.8037001897533207,0.26171097124486076,0.7845716341459236,0.08140785939102817,0.06337080861812651,0.22986285882426807
extended_boosting,2025-07,responded_strict,0.05,2025,150,102,33,0.07407407407407407,0.3235294117647059,0.22,4.36764705882353,0.2808322470945928,0.8003662222222221,0.07967442328211702,0.06165678908338253,0.2233090951019506
extended_boosting,2025-07,responded_strict,0.1,2025,150,203,55,0.07407407407407407,0.270935960591133,0.36666666666666664,3.657635467980296,0.2808322470945928,0.8003662222222221,0.07967442328211702,0.06165678908338253,0.2233090951019506
extended_boosting,2025-07,responded_strict,0.2,2025,150,405,86,0.07407407407407407,0.2123456790123457,0.5733333333333334,2.866666666666667,0.2808322470945928,0.8003662222222221,0.07967442328211702,0.06165678908338253,0.2233090951019506
extended_boosting,2025-08,responded_strict,0.05,2012,146,101,28,0.07256461232604373,0.27722772277227725,0.1917808219178082,3.8204258782042593,0.21200805374163512,0.7527896460086039,0.07941232324843808,0.06260603966627,0.23146124706461024
extended_boosting,2025-08,responded_strict,0.1,2012,146,202,47,0.07256461232604373,0.23267326732673269,0.3219178082191781,3.206428862064289,0.21200805374163512,0.7527896460086039,0.07941232324843808,0.06260603966627,0.23146124706461024
extended_boosting,2025-08,responded_strict,0.2,2012,146,403,77,0.07256461232604373,0.19106699751861042,0.5273972602739726,2.633060267174275,0.21200805374163512,0.7527896460086039,0.07941232324843808,0.06260603966627,0.23146124706461024
extended_boosting,2025-09,responded_strict,0.05,2038,155,102,35,0.0760549558390579,0.3431372549019608,0.22580645161290322,4.511701454775459,0.25903710147641157,0.7860723279598445,0.08034656725506188,0.06350375738577986,0.230432244023451
extended_boosting,2025-09,responded_strict,0.1,2038,155,204,58,0.0760549558390579,0.28431372549019607,0.3741935483870968,3.7382669196710943,0.25903710147641157,0.7860723279598445,0.08034656725506188,0.06350375738577986,0.230432244023451
extended_boosting,2025-09,responded_strict,0.2,2038,155,408,87,0.0760549558390579,0.21323529411764705,0.5612903225806452,2.8037001897533207,0.25903710147641157,0.7860723279598445,0.08034656725506188,0.06350375738577986,0.230432244023451
