period,model,capacity,selected,precision
2025-11,three_field_rate,0.39,787,0.1473951715374841
2025-11,three_field_rate,0.4,807,0.14869888475836432
2025-11,three_field_rate,0.41,827,0.14510278113663846
2025-11,three_field_rate,0.42,848,0.14150943396226415
2025-11,three_field_rate,0.43,868,0.1382488479262673
2025-11,three_field_rate,0.44,888,0.13513513513513514
2025-11,three_field_rate,0.45,908,0.13215859030837004
2025-11,three_field_rate,0.46,928,0.13038793103448276
2025-11,three_field_rate,0.47,948,0.12763713080168776
2025-11,three_field_rate,0.48,969,0.1259029927760578
2025-11,three_field_rate,0.49,989,0.12335692618806876
2025-11,three_field_rate,0.5,1009,0.12487611496531219
2025-11,three_field_rate,0.51,1029,0.12439261418853255
2025-11,three_field_rate,0.52,1049,0.12297426120114395
2025-11,three_field_rate,0.53,1070,0.1205607476635514
2025-11,three_field_rate,0.54,1090,0.11926605504587157
2025-11,three_field_rate,0.55,1110,0.11801801801801802
2025-11,three_field_rate,0.56,1130,0.11858407079646018
2025-11,three_field_rate,0.57,1150,0.11652173913043479
2025-11,three_field_rate,0.58,1170,0.11794871794871795
2025-11,three_field_rate,0.59,1191,0.11670864819479429
2025-11,three_field_rate,0.6,1211,0.11560693641618497
2025-11,three_field_rate,0.61,1231,0.11372867587327376
2025-11,three_field_rate,0.62,1251,0.11191047162270183
2025-11,three_field_rate,0.63,1271,0.11014948859166011
2025-11,three_field_rate,0.64,1291,0.10921766072811774
2025-11,three_field_rate,0.65,1312,0.10899390243902439
2025-11,three_field_rate,0.66,1332,0.10735735735735735
2025-11,three_field_rate,0.67,1352,0.10576923076923077
2025-11,three_field_rate,0.68,1372,0.10422740524781342
2025-11,three_field_rate,0.69,1392,0.10416666666666667
2025-11,three_field_rate,0.7,1412,0.10269121813031161
2025-11,three_field_rate,0.71,1433,0.10188415910676901
2025-11,three_field_rate,0.72,1453,0.1018582243633861
2025-11,three_field_rate,0.73,1473,0.10047522063815342
2025-11,three_field_rate,0.74,1493,0.09912926992632284
2025-11,three_field_rate,0.75,1513,0.09847984137475214
2025-11,three_field_rate,0.76,1533,0.09784735812133072
2025-11,three_field_rate,0.77,1554,0.09652509652509653
2025-11,three_field_rate,0.78,1574,0.09529860228716645
2025-11,three_field_rate,0.79,1594,0.09473023839397741
2025-11,three_field_rate,0.8,1614,0.09479553903345725
2025-11,three_field_rate,0.81,1634,0.09363525091799266
2025-11,three_field_rate,0.82,1654,0.09250302297460701
2025-11,three_field_rate,0.83,1675,0.09194029850746269
2025-11,three_field_rate,0.84,1695,0.09085545722713864
2025-11,three_field_rate,0.85,1715,0.09096209912536443
2025-11,three_field_rate,0.86,1735,0.08991354466858789
2025-11,three_field_rate,0.87,1755,0.08888888888888889
2025-11,three_field_rate,0.88,1775,0.08788732394366197
2025-11,three_field_rate,0.89,1796,0.08685968819599109
2025-11,three_field_rate,0.9,1816,0.08590308370044053
2025-11,three_field_rate,0.91,1836,0.08496732026143791
2025-11,three_field_rate,0.92,1856,0.08459051724137931
2025-11,three_field_rate,0.93,1876,0.08368869936034115
2025-11,three_field_rate,0.94,1896,0.08333333333333333
2025-11,three_field_rate,0.95,1917,0.08242044861763172
2025-11,three_field_rate,0.96,1937,0.08156943727413526
2025-11,three_field_rate,0.97,1957,0.0807358201328564
2025-11,three_field_rate,0.98,1977,0.07991906929691452
2025-11,three_field_rate,0.99,1997,0.07911867801702553
2025-11,three_field_rate,1.0,2017,0.07833415964303421
2025-11,core_logistic,0.01,21,0.3333333333333333
2025-11,core_logistic,0.02,41,0.36585365853658536
2025-11,core_logistic,0.03,61,0.36065573770491804
2025-11,core_logistic,0.04,81,0.32098765432098764
2025-11,core_logistic,0.05,101,0.33663366336633666
2025-11,core_logistic,0.06,122,0.32786885245901637
2025-11,core_logistic,0.07,142,0.30985915492957744
2025-11,core_logistic,0.08,162,0.3148148148148148
2025-11,core_logistic,0.09,182,0.3021978021978022
2025-11,core_logistic,0.1,202,0.28217821782178215
2025-11,core_logistic,0.11,222,0.2747747747747748
2025-11,core_logistic,0.12,243,0.25925925925925924
2025-11,core_logistic,0.13,263,0.25475285171102663
2025-11,core_logistic,0.14,283,0.2508833922261484
2025-11,core_logistic,0.15,303,0.24422442244224424
2025-11,core_logistic,0.16,323,0.23219814241486067
2025-11,core_logistic,0.17,343,0.22448979591836735
2025-11,core_logistic,0.18,364,0.22252747252747251
2025-11,core_logistic,0.19,384,0.21614583333333334
2025-11,core_logistic,0.2,404,0.2103960396039604
2025-11,core_logistic,0.21,424,0.20754716981132076
2025-11,core_logistic,0.22,444,0.20270270270270271
2025-11,core_logistic,0.23,464,0.20043103448275862
2025-11,core_logistic,0.24,485,0.19175257731958764
2025-11,core_logistic,0.25,505,0.18811881188118812
2025-11,core_logistic,0.26,525,0.18285714285714286
2025-11,core_logistic,0.27,545,0.1779816513761468
2025-11,core_logistic,0.28,565,0.1752212389380531
2025-11,core_logistic,0.29,585,0.17435897435897435
2025-11,core_logistic,0.3,606,0.1716171617161716
2025-11,core_logistic,0.31,626,0.16932907348242812
2025-11,core_logistic,0.32,646,0.16563467492260062
2025-11,core_logistic,0.33,666,0.16366366366366367
2025-11,core_logistic,0.34,686,0.16034985422740525
2025-11,core_logistic,0.35,706,0.15722379603399433
2025-11,core_logistic,0.36,727,0.15680880330123798
2025-11,core_logistic,0.37,747,0.15528781793842034
2025-11,core_logistic,0.38,767,0.15254237288135594
2025-11,core_logistic,0.39,787,0.14993646759847523
2025-11,core_logistic,0.4,807,0.14745972738537794
2025-11,core_logistic,0.41,827,0.14510278113663846
2025-11,core_logistic,0.42,848,0.14386792452830188
2025-11,core_logistic,0.43,868,0.14170506912442396
2025-11,core_logistic,0.44,888,0.13851351351351351
2025-11,core_logistic,0.45,908,0.1354625550660793
2025-11,core_logistic,0.46,928,0.1336206896551724
2025-11,core_logistic,0.47,948,0.13185654008438819
2025-11,core_logistic,0.48,969,0.13003095975232198
2025-11,core_logistic,0.49,989,0.12942366026289182
2025-11,core_logistic,0.5,1009,0.12685827552031714
2025-11,core_logistic,0.51,1029,0.12536443148688048
2025-11,core_logistic,0.52,1049,0.12678741658722592
2025-11,core_logistic,0.53,1070,0.12429906542056075
2025-11,core_logistic,0.54,1090,0.12201834862385322
2025-11,core_logistic,0.55,1110,0.12072072072072072
2025-11,core_logistic,0.56,1130,0.11946902654867257
2025-11,core_logistic,0.57,1150,0.11826086956521739
2025-11,core_logistic,0.58,1170,0.11623931623931624
2025-11,core_logistic,0.59,1191,0.11586901763224182
2025-11,core_logistic,0.6,1211,0.11395540875309662
2025-11,core_logistic,0.61,1231,0.11210398050365557
2025-11,core_logistic,0.62,1251,0.11191047162270183
2025-11,core_logistic,0.63,1271,0.11014948859166011
2025-11,core_logistic,0.64,1291,0.10999225406661503
2025-11,core_logistic,0.65,1312,0.10975609756097561
2025-11,core_logistic,0.66,1332,0.10810810810810811
2025-11,core_logistic,0.67,1352,0.10724852071005918
2025-11,core_logistic,0.68,1372,0.10641399416909621
2025-11,core_logistic,0.69,1392,0.10560344827586207
2025-11,core_logistic,0.7,1412,0.1048158640226629
2025-11,core_logistic,0.71,1433,0.104675505931612
2025-11,core_logistic,0.72,1453,0.10392291810048176
2025-11,core_logistic,0.73,1473,0.10251188051595383
2025-11,core_logistic,0.74,1493,0.10113864701942397
2025-11,core_logistic,0.75,1513,0.09980171844018507
2025-11,core_logistic,0.76,1533,0.09849967384213959
2025-11,core_logistic,0.77,1554,0.0978120978120978
2025-11,core_logistic,0.78,1574,0.096569250317662
2025-11,core_logistic,0.79,1594,0.09535759096612297
2025-11,core_logistic,0.8,1614,0.09479553903345725
2025-11,core_logistic,0.81,1634,0.094859241126071
2025-11,core_logistic,0.82,1654,0.094316807738815
2025-11,core_logistic,0.83,1675,0.09313432835820895
2025-11,core_logistic,0.84,1695,0.0920353982300885
2025-11,core_logistic,0.85,1715,0.09154518950437318
2025-11,core_logistic,0.86,1735,0.0904899135446686
2025-11,core_logistic,0.87,1755,0.08945868945868946
2025-11,core_logistic,0.88,1775,0.08845070422535212
2025-11,core_logistic,0.89,1796,0.08741648106904232
2025-11,core_logistic,0.9,1816,0.08645374449339208
2025-11,core_logistic,0.91,1836,0.0860566448801743
2025-11,core_logistic,0.92,1856,0.08512931034482758
2025-11,core_logistic,0.93,1876,0.08422174840085288
2025-11,core_logistic,0.94,1896,0.08333333333333333
2025-11,core_logistic,0.95,1917,0.08242044861763172
2025-11,core_logistic,0.96,1937,0.08156943727413526
2025-11,core_logistic,0.97,1957,0.0807358201328564
2025-11,core_logistic,0.98,1977,0.07991906929691452
2025-11,core_logistic,0.99,1997,0.07911867801702553
2025-11,core_logistic,1.0,2017,0.07833415964303421
2025-11,delivered_logistic,0.01,21,0.38095238095238093
2025-11,delivered_logistic,0.02,41,0.36585365853658536
2025-11,delivered_logistic,0.03,61,0.3770491803278688
2025-11,delivered_logistic,0.04,81,0.32098765432098764
2025-11,delivered_logistic,0.05,101,0.31683168316831684
2025-11,delivered_logistic,0.06,122,0.29508196721311475
2025-11,delivered_logistic,0.07,142,0.2746478873239437
2025-11,delivered_logistic,0.08,162,0.2777777777777778
2025-11,delivered_logistic,0.09,182,0.2692307692307692
2025-11,delivered_logistic,0.1,202,0.28217821782178215
2025-11,delivered_logistic,0.11,222,0.2702702702702703
2025-11,delivered_logistic,0.12,243,0.25925925925925924
2025-11,delivered_logistic,0.13,263,0.2585551330798479
2025-11,delivered_logistic,0.14,283,0.2508833922261484
2025-11,delivered_logistic,0.15,303,0.24092409240924093
2025-11,delivered_logistic,0.16,323,0.23529411764705882
2025-11,delivered_logistic,0.17,343,0.2303206997084548
2025-11,delivered_logistic,0.18,364,0.22252747252747251
2025-11,delivered_logistic,0.19,384,0.21354166666666666
2025-11,delivered_logistic,0.2,404,0.2079207920792079
2025-11,delivered_logistic,0.21,424,0.20518867924528303
2025-11,delivered_logistic,0.22,444,0.1981981981981982
2025-11,delivered_logistic,0.23,464,0.1939655172413793
2025-11,delivered_logistic,0.24,485,0.19175257731958764
2025-11,delivered_logistic,0.25,505,0.18415841584158416
2025-11,delivered_logistic,0.26,525,0.17904761904761904
2025-11,delivered_logistic,0.27,545,0.1779816513761468
2025-11,delivered_logistic,0.28,565,0.17699115044247787
2025-11,delivered_logistic,0.29,585,0.1811965811965812
2025-11,delivered_logistic,0.3,606,0.17986798679867988
2025-11,delivered_logistic,0.31,626,0.17412140575079874
2025-11,delivered_logistic,0.32,646,0.17337461300309598
2025-11,delivered_logistic,0.33,666,0.16966966966966968
2025-11,delivered_logistic,0.34,686,0.16763848396501457
2025-11,delivered_logistic,0.35,706,0.16288951841359772
2025-11,delivered_logistic,0.36,727,0.15818431911966988
2025-11,delivered_logistic,0.37,747,0.15528781793842034
2025-11,delivered_logistic,0.38,767,0.15384615384615385
2025-11,delivered_logistic,0.39,787,0.15120711562897077
2025-11,delivered_logistic,0.4,807,0.15117719950433706
2025-11,delivered_logistic,0.41,827,0.1487303506650544
2025-11,delivered_logistic,0.42,848,0.14622641509433962
2025-11,delivered_logistic,0.43,868,0.14400921658986174
2025-11,delivered_logistic,0.44,888,0.14076576576576577
2025-11,delivered_logistic,0.45,908,0.13766519823788545
2025-11,delivered_logistic,0.46,928,0.13577586206896552
2025-11,delivered_logistic,0.47,948,0.13291139240506328
2025-11,delivered_logistic,0.48,969,0.13106295149638802
2025-11,delivered_logistic,0.49,989,0.12942366026289182
2025-11,delivered_logistic,0.5,1009,0.12685827552031714
2025-11,delivered_logistic,0.51,1029,0.12730806608357628
2025-11,delivered_logistic,0.52,1049,0.12583412774070543
2025-11,delivered_logistic,0.53,1070,0.1233644859813084
2025-11,delivered_logistic,0.54,1090,0.12110091743119267
2025-11,delivered_logistic,0.55,1110,0.11981981981981982
2025-11,delivered_logistic,0.56,1130,0.11769911504424779
2025-11,delivered_logistic,0.57,1150,0.11652173913043479
2025-11,delivered_logistic,0.58,1170,0.11452991452991453
2025-11,delivered_logistic,0.59,1191,0.11502938706968933
2025-11,delivered_logistic,0.6,1211,0.11312964492155243
2025-11,delivered_logistic,0.61,1231,0.11129163281884646
2025-11,delivered_logistic,0.62,1251,0.11031175059952038
2025-11,delivered_logistic,0.63,1271,0.10857592446892211
2025-11,delivered_logistic,0.64,1291,0.10921766072811774
2025-11,delivered_logistic,0.65,1312,0.10823170731707317
2025-11,delivered_logistic,0.66,1332,0.10735735735735735
2025-11,delivered_logistic,0.67,1352,0.10650887573964497
2025-11,delivered_logistic,0.68,1372,0.10568513119533528
2025-11,delivered_logistic,0.69,1392,0.10416666666666667
2025-11,delivered_logistic,0.7,1412,0.10269121813031161
2025-11,delivered_logistic,0.71,1433,0.10118632240055828
2025-11,delivered_logistic,0.72,1453,0.09979353062629043
2025-11,delivered_logistic,0.73,1473,0.10047522063815342
2025-11,delivered_logistic,0.74,1493,0.10046885465505694
2025-11,delivered_logistic,0.75,1513,0.0991407799074686
2025-11,delivered_logistic,0.76,1533,0.09784735812133072
2025-11,delivered_logistic,0.77,1554,0.09716859716859717
2025-11,delivered_logistic,0.78,1574,0.09593392630241424
2025-11,delivered_logistic,0.79,1594,0.09535759096612297
2025-11,delivered_logistic,0.8,1614,0.09479553903345725
2025-11,delivered_logistic,0.81,1634,0.09424724602203183
2025-11,delivered_logistic,0.82,1654,0.09371221281741234
2025-11,delivered_logistic,0.83,1675,0.09253731343283582
2025-11,delivered_logistic,0.84,1695,0.0920353982300885
2025-11,delivered_logistic,0.85,1715,0.09096209912536443
2025-11,delivered_logistic,0.86,1735,0.0904899135446686
2025-11,delivered_logistic,0.87,1755,0.08945868945868946
2025-11,delivered_logistic,0.88,1775,0.08845070422535212
2025-11,delivered_logistic,0.89,1796,0.08741648106904232
2025-11,delivered_logistic,0.9,1816,0.08645374449339208
2025-11,delivered_logistic,0.91,1836,0.0860566448801743
2025-11,delivered_logistic,0.92,1856,0.08512931034482758
2025-11,delivered_logistic,0.93,1876,0.08422174840085288
2025-11,delivered_logistic,0.94,1896,0.08333333333333333
2025-11,delivered_logistic,0.95,1917,0.08242044861763172
2025-11,delivered_logistic,0.96,1937,0.08156943727413526
2025-11,delivered_logistic,0.97,1957,0.0807358201328564
2025-11,delivered_logistic,0.98,1977,0.07991906929691452
2025-11,delivered_logistic,0.99,1997,0.07911867801702553
2025-11,delivered_logistic,1.0,2017,0.07833415964303421
2025-12,decile,0.01,21,0.2857142857142857
2025-12,decile,0.02,41,0.24390243902439024
2025-12,decile,0.03,61,0.16393442622950818
2025-12,decile,0.04,81,0.16049382716049382
2025-12,decile,0.05,102,0.19607843137254902
2025-12,decile,0.06,122,0.18032786885245902
2025-12,decile,0.07,142,0.19014084507042253
2025-12,decile,0.08,162,0.17901234567901234
2025-12,decile,0.09,182,0.18681318681318682
2025-12,decile,0.1,203,0.18226600985221675
2025-12,decile,0.11,223,0.17488789237668162
2025-12,decile,0.12,243,0.1646090534979424
2025-12,decile,0.13,263,0.16730038022813687
2025-12,decile,0.14,284,0.15845070422535212
2025-12,decile,0.15,304,0.16447368421052633
2025-12,decile,0.16,324,0.15432098765432098
2025-12,decile,0.17,344,0.1569767441860465
2025-12,decile,0.18,364,0.1565934065934066
2025-12,decile,0.19,385,0.15844155844155844
2025-12,decile,0.2,405,0.16296296296296298
2025-12,decile,0.21,425,0.16470588235294117
2025-12,decile,0.22,445,0.15730337078651685
2025-12,decile,0.23,466,0.15450643776824036
2025-12,decile,0.24,486,0.15020576131687244
2025-12,decile,0.25,506,0.1482213438735178
2025-12,decile,0.26,526,0.1482889733840304
2025-12,decile,0.27,546,0.14835164835164835
2025-12,decile,0.28,567,0.14638447971781304
2025-12,decile,0.29,587,0.1465076660988075
2025-12,decile,0.3,607,0.14332784184514002
2025-12,decile,0.31,627,0.1419457735247209
2025-12,decile,0.32,648,0.1388888888888889
2025-12,decile,0.33,668,0.13622754491017963
2025-12,decile,0.34,688,0.13372093023255813
2025-12,decile,0.35,708,0.13135593220338984
2025-12,decile,0.36,728,0.1304945054945055
2025-12,decile,0.37,749,0.1268357810413885
2025-12,decile,0.38,769,0.12743823146944083
2025-12,decile,0.39,789,0.12547528517110265
2025-12,decile,0.4,809,0.12360939431396786
2025-12,decile,0.41,830,0.12289156626506025
2025-12,decile,0.42,850,0.12352941176470589
2025-12,decile,0.43,870,0.12183908045977011
2025-12,decile,0.44,890,0.11910112359550562
2025-12,decile,0.45,910,0.11868131868131868
2025-12,decile,0.46,931,0.11815252416756176
2025-12,decile,0.47,951,0.1156677181913775
2025-12,decile,0.48,971,0.11328527291452112
2025-12,decile,0.49,991,0.11200807265388496
2025-12,decile,0.5,1011,0.10979228486646884
2025-12,decile,0.51,1032,0.10949612403100775
2025-12,decile,0.52,1052,0.10836501901140684
2025-12,decile,0.53,1072,0.10634328358208955
2025-12,decile,0.54,1092,0.1043956043956044
2025-12,decile,0.55,1113,0.10242587601078167
2025-12,decile,0.56,1133,0.10061782877316858
2025-12,decile,0.57,1153,0.0997398091934085
2025-12,decile,0.58,1173,0.09974424552429667
2025-12,decile,0.59,1193,0.0989103101424979
2025-12,decile,0.6,1214,0.09802306425041186
2025-12,decile,0.61,1234,0.09724473257698542
2025-12,decile,0.62,1254,0.09569377990430622
2025-12,decile,0.63,1274,0.09497645211930926
2025-12,decile,0.64,1295,0.09420849420849421
2025-12,decile,0.65,1315,0.09277566539923954
2025-12,decile,0.66,1335,0.09213483146067415
2025-12,decile,0.67,1355,0.09225092250922509
2025-12,decile,0.68,1375,0.09236363636363637
2025-12,decile,0.69,1396,0.09169054441260745
2025-12,decile,0.7,1416,0.09110169491525423
2025-12,decile,0.71,1436,0.08983286908077995
2025-12,decile,0.72,1456,0.08997252747252747
2025-12,decile,0.73,1477,0.08869329722410291
2025-12,decile,0.74,1497,0.08817635270541083
2025-12,decile,0.75,1517,0.08767303889255108
2025-12,decile,0.76,1537,0.08653220559531555
2025-12,decile,0.77,1557,0.08670520231213873
2025-12,decile,0.78,1578,0.08618504435994931
2025-12,decile,0.79,1598,0.0851063829787234
2025-12,decile,0.8,1618,0.08405438813349815
2025-12,decile,0.81,1638,0.08363858363858363
2025-12,decile,0.82,1659,0.08257986738999397
2025-12,decile,0.83,1679,0.08159618820726623
2025-12,decile,0.84,1699,0.08122424955856386
2025-12,decile,0.85,1719,0.08027923211169284
2025-12,decile,0.86,1739,0.07935595169637723
2025-12,decile,0.87,1760,0.07954545454545454
2025-12,decile,0.88,1780,0.07865168539325842
2025-12,decile,0.89,1800,0.07777777777777778
2025-12,decile,0.9,1820,0.07747252747252747
2025-12,decile,0.91,1841,0.07658881042911461
2025-12,decile,0.92,1861,0.07576571735626007
2025-12,decile,0.93,1881,0.07496012759170653
2025-12,decile,0.94,1901,0.07417148869016307
2025-12,decile,0.95,1921,0.0739198334200937
2025-12,decile,0.96,1942,0.07312049433573635
2025-12,decile,0.97,1962,0.07237512742099898
2025-12,decile,0.98,1982,0.07164480322906155
2025-12,decile,0.99,2002,0.07142857142857142
2025-12,decile,1.0,2022,0.07072205736894165
2025-12,three_field_rate,0.01,21,0.47619047619047616
2025-12,three_field_rate,0.02,41,0.4634146341463415
2025-12,three_field_rate,0.03,61,0.4262295081967213
2025-12,three_field_rate,0.04,81,0.3333333333333333
2025-12,three_field_rate,0.05,102,0.30392156862745096
2025-12,three_field_rate,0.06,122,0.30327868852459017
2025-12,three_field_rate,0.07,142,0.28169014084507044
2025-12,three_field_rate,0.08,162,0.2839506172839506
2025-12,three_field_rate,0.09,182,0.2802197802197802
2025-12,three_field_rate,0.1,203,0.2660098522167488
2025-12,three_field_rate,0.11,223,0.2645739910313901
2025-12,three_field_rate,0.12,243,0.25925925925925924
2025-12,three_field_rate,0.13,263,0.24714828897338403
2025-12,three_field_rate,0.14,284,0.23943661971830985
2025-12,three_field_rate,0.15,304,0.22697368421052633
2025-12,three_field_rate,0.16,324,0.2222222222222222
2025-12,three_field_rate,0.17,344,0.21511627906976744
2025-12,three_field_rate,0.18,364,0.20604395604395603
2025-12,three_field_rate,0.19,385,0.2
2025-12,three_field_rate,0.2,405,0.1925925925925926
2025-12,three_field_rate,0.21,425,0.18588235294117647
2025-12,three_field_rate,0.22,445,0.18202247191011237
2025-12,three_field_rate,0.23,466,0.1759656652360515
2025-12,three_field_rate,0.24,486,0.1728395061728395
2025-12,three_field_rate,0.25,506,0.16798418972332016
2025-12,three_field_rate,0.26,526,0.1634980988593156
2025-12,three_field_rate,0.27,546,0.16117216117216118
2025-12,three_field_rate,0.28,567,0.16049382716049382
2025-12,three_field_rate,0.29,587,0.16183986371379896
2025-12,three_field_rate,0.3,607,0.15980230642504117
2025-12,three_field_rate,0.31,627,0.1547049441786284
2025-12,three_field_rate,0.32,648,0.14969135802469136
2025-12,three_field_rate,0.33,668,0.14820359281437126
2025-12,three_field_rate,0.34,688,0.1438953488372093
2025-12,three_field_rate,0.35,708,0.1426553672316384
2025-12,three_field_rate,0.36,728,0.14285714285714285
2025-12,three_field_rate,0.37,749,0.14018691588785046
2025-12,three_field_rate,0.38,769,0.13654096228868662
2025-12,three_field_rate,0.39,789,0.13434727503168567
2025-12,three_field_rate,0.4,809,0.13226205191594562
2025-12,three_field_rate,0.41,830,0.13253012048192772
2025-12,three_field_rate,0.42,850,0.12941176470588237
2025-12,three_field_rate,0.43,870,0.12643678160919541
2025-12,three_field_rate,0.44,890,0.12359550561797752
2025-12,three_field_rate,0.45,910,0.12087912087912088
2025-12,three_field_rate,0.46,931,0.11922663802363051
2025-12,three_field_rate,0.47,951,0.11987381703470032
2025-12,three_field_rate,0.48,971,0.11740473738414006
2025-12,three_field_rate,0.49,991,0.1170534813319879
2025-12,three_field_rate,0.5,1011,0.11473788328387735
2025-12,three_field_rate,0.51,1032,0.11434108527131782
2025-12,three_field_rate,0.52,1052,0.11216730038022814
2025-12,three_field_rate,0.53,1072,0.11007462686567164
2025-12,three_field_rate,0.54,1092,0.10897435897435898
2025-12,three_field_rate,0.55,1113,0.1087151841868823
2025-12,three_field_rate,0.56,1133,0.10767872903795234
2025-12,three_field_rate,0.57,1153,0.10754553339115351
2025-12,three_field_rate,0.58,1173,0.1082693947144075
2025-12,three_field_rate,0.59,1193,0.10896898575020955
2025-12,three_field_rate,0.6,1214,0.1070840197693575
2025-12,three_field_rate,0.61,1234,0.1053484602917342
2025-12,three_field_rate,0.62,1254,0.10366826156299841
2025-12,three_field_rate,0.63,1274,0.10204081632653061
2025-12,three_field_rate,0.64,1295,0.10193050193050193
2025-12,three_field_rate,0.65,1315,0.10038022813688213
2025-12,three_field_rate,0.66,1335,0.099625468164794
2025-12,three_field_rate,0.67,1355,0.0988929889298893
2025-12,three_field_rate,0.68,1375,0.09745454545454546
2025-12,three_field_rate,0.69,1396,0.09670487106017192
2025-12,three_field_rate,0.7,1416,0.09533898305084745
2025-12,three_field_rate,0.71,1436,0.09401114206128133
2025-12,three_field_rate,0.72,1456,0.09340659340659341
2025-12,three_field_rate,0.73,1477,0.0927555856465809
2025-12,three_field_rate,0.74,1497,0.09218436873747494
2025-12,three_field_rate,0.75,1517,0.09096901779828609
2025-12,three_field_rate,0.76,1537,0.08978529603122967
2025-12,three_field_rate,0.77,1557,0.08863198458574181
2025-12,three_field_rate,0.78,1578,0.08745247148288973
2025-12,three_field_rate,0.79,1598,0.08635794743429287
2025-12,three_field_rate,0.8,1618,0.08590852904820766
2025-12,three_field_rate,0.81,1638,0.08485958485958486
2025-12,three_field_rate,0.82,1659,0.08378541289933696
2025-12,three_field_rate,0.83,1679,0.08278737343656939
2025-12,three_field_rate,0.84,1699,0.08181283107710417
2025-12,three_field_rate,0.85,1719,0.08086096567771961
2025-12,three_field_rate,0.86,1739,0.07993099482461184
2025-12,three_field_rate,0.87,1760,0.07897727272727273
2025-12,three_field_rate,0.88,1780,0.07808988764044944
2025-12,three_field_rate,0.89,1800,0.07777777777777778
2025-12,three_field_rate,0.9,1820,0.07692307692307693
2025-12,three_field_rate,0.91,1841,0.07604562737642585
2025-12,three_field_rate,0.92,1861,0.07576571735626007
2025-12,three_field_rate,0.93,1881,0.07496012759170653
2025-12,three_field_rate,0.94,1901,0.07469752761704367
2025-12,three_field_rate,0.95,1921,0.07444039562727746
2025-12,three_field_rate,0.96,1942,0.07363542739443872
2025-12,three_field_rate,0.97,1962,0.0728848114169215
2025-12,three_field_rate,0.98,1982,0.07214934409687185
2025-12,three_field_rate,0.99,2002,0.07142857142857142
2025-12,three_field_rate,1.0,2022,0.07072205736894165
2025-12,core_logistic,0.01,21,0.42857142857142855
2025-12,core_logistic,0.02,41,0.36585365853658536
2025-12,core_logistic,0.03,61,0.3442622950819672
2025-12,core_logistic,0.04,81,0.2962962962962963
2025-12,core_logistic,0.05,102,0.29411764705882354
2025-12,core_logistic,0.06,122,0.27049180327868855
2025-12,core_logistic,0.07,142,0.2535211267605634
2025-12,core_logistic,0.08,162,0.25925925925925924
2025-12,core_logistic,0.09,182,0.2692307692307692
2025-12,core_logistic,0.1,203,0.270935960591133
2025-12,core_logistic,0.11,223,0.2645739910313901
2025-12,core_logistic,0.12,243,0.25102880658436216
2025-12,core_logistic,0.13,263,0.23574144486692014
2025-12,core_logistic,0.14,284,0.22887323943661972
2025-12,core_logistic,0.15,304,0.2138157894736842
2025-12,core_logistic,0.16,324,0.20679012345679013
2025-12,core_logistic,0.17,344,0.19476744186046513
2025-12,core_logistic,0.18,364,0.18956043956043955
2025-12,core_logistic,0.19,385,0.18441558441558442
2025-12,core_logistic,0.2,405,0.18518518518518517
2025-12,core_logistic,0.21,425,0.18823529411764706
2025-12,core_logistic,0.22,445,0.1797752808988764
2025-12,core_logistic,0.23,466,0.17381974248927037
2025-12,core_logistic,0.24,486,0.17078189300411523
2025-12,core_logistic,0.25,506,0.16798418972332016
2025-12,core_logistic,0.26,526,0.16539923954372623
2025-12,core_logistic,0.27,546,0.16483516483516483
2025-12,core_logistic,0.28,567,0.16225749559082892
2025-12,core_logistic,0.29,587,0.16524701873935263
2025-12,core_logistic,0.3,607,0.1630971993410214
2025-12,core_logistic,0.31,627,0.16108452950558214
2025-12,core_logistic,0.32,648,0.15895061728395063
2025-12,core_logistic,0.33,668,0.15419161676646706
2025-12,core_logistic,0.34,688,0.14970930232558138
2025-12,core_logistic,0.35,708,0.14689265536723164
2025-12,core_logistic,0.36,728,0.14697802197802198
2025-12,core_logistic,0.37,749,0.14419225634178906
2025-12,core_logistic,0.38,769,0.14044213263979194
2025-12,core_logistic,0.39,789,0.13688212927756654
2025-12,core_logistic,0.4,809,0.13473423980222496
2025-12,core_logistic,0.41,830,0.13132530120481928
2025-12,core_logistic,0.42,850,0.12941176470588237
2025-12,core_logistic,0.43,870,0.12988505747126436
2025-12,core_logistic,0.44,890,0.12696629213483146
2025-12,core_logistic,0.45,910,0.12637362637362637
2025-12,core_logistic,0.46,931,0.12459720730397422
2025-12,core_logistic,0.47,951,0.12407991587802314
2025-12,core_logistic,0.48,971,0.12358393408856849
2025-12,core_logistic,0.49,991,0.12108980827447023
2025-12,core_logistic,0.5,1011,0.12166172106824925
2025-12,core_logistic,0.51,1032,0.12015503875968993
2025-12,core_logistic,0.52,1052,0.1188212927756654
2025-12,core_logistic,0.53,1072,0.11847014925373134
2025-12,core_logistic,0.54,1092,0.1163003663003663
2025-12,core_logistic,0.55,1113,0.11500449236298294
2025-12,core_logistic,0.56,1133,0.1147396293027361
2025-12,core_logistic,0.57,1153,0.11274934952298352
2025-12,core_logistic,0.58,1173,0.113384484228474
2025-12,core_logistic,0.59,1193,0.11148365465213747
2025-12,core_logistic,0.6,1214,0.11037891268533773
2025-12,core_logistic,0.61,1234,0.1085899513776337
2025-12,core_logistic,0.62,1254,0.10685805422647528
2025-12,core_logistic,0.63,1274,0.10518053375196232
