period,model,capacity,selected,precision
2025-12,core_logistic,0.64,1295,0.10424710424710425
2025-12,core_logistic,0.65,1315,0.10266159695817491
2025-12,core_logistic,0.66,1335,0.10187265917602996
2025-12,core_logistic,0.67,1355,0.1003690036900369
2025-12,core_logistic,0.68,1375,0.0989090909090909
2025-12,core_logistic,0.69,1396,0.09813753581661891
2025-12,core_logistic,0.7,1416,0.09675141242937853
2025-12,core_logistic,0.71,1436,0.09540389972144847
2025-12,core_logistic,0.72,1456,0.09409340659340659
2025-12,core_logistic,0.73,1477,0.0927555856465809
2025-12,core_logistic,0.74,1497,0.09151636606546426
2025-12,core_logistic,0.75,1517,0.0903098220171391
2025-12,core_logistic,0.76,1537,0.08978529603122967
2025-12,core_logistic,0.77,1557,0.08863198458574181
2025-12,core_logistic,0.78,1578,0.08871989860583017
2025-12,core_logistic,0.79,1598,0.08760951188986232
2025-12,core_logistic,0.8,1618,0.0865265760197775
2025-12,core_logistic,0.81,1638,0.08547008547008547
2025-12,core_logistic,0.82,1659,0.08438818565400844
2025-12,core_logistic,0.83,1679,0.08338296605122096
2025-12,core_logistic,0.84,1699,0.0824014125956445
2025-12,core_logistic,0.85,1719,0.08144269924374636
2025-12,core_logistic,0.86,1739,0.08050603795284646
2025-12,core_logistic,0.87,1760,0.07954545454545454
2025-12,core_logistic,0.88,1780,0.07865168539325842
2025-12,core_logistic,0.89,1800,0.07833333333333334
2025-12,core_logistic,0.9,1820,0.07802197802197802
2025-12,core_logistic,0.91,1841,0.07713199348180337
2025-12,core_logistic,0.92,1861,0.07630306286942504
2025-12,core_logistic,0.93,1881,0.07549175970228601
2025-12,core_logistic,0.94,1901,0.07469752761704367
2025-12,core_logistic,0.95,1921,0.07444039562727746
2025-12,core_logistic,0.96,1942,0.07363542739443872
2025-12,core_logistic,0.97,1962,0.0728848114169215
2025-12,core_logistic,0.98,1982,0.07214934409687185
2025-12,core_logistic,0.99,2002,0.07142857142857142
2025-12,core_logistic,1.0,2022,0.07072205736894165
2025-12,delivered_logistic,0.01,21,0.42857142857142855
2025-12,delivered_logistic,0.02,41,0.3902439024390244
2025-12,delivered_logistic,0.03,61,0.4098360655737705
2025-12,delivered_logistic,0.04,81,0.3950617283950617
2025-12,delivered_logistic,0.05,102,0.3431372549019608
2025-12,delivered_logistic,0.06,122,0.319672131147541
2025-12,delivered_logistic,0.07,142,0.2887323943661972
2025-12,delivered_logistic,0.08,162,0.2716049382716049
2025-12,delivered_logistic,0.09,182,0.25824175824175827
2025-12,delivered_logistic,0.1,203,0.2512315270935961
2025-12,delivered_logistic,0.11,223,0.24663677130044842
2025-12,delivered_logistic,0.12,243,0.2345679012345679
2025-12,delivered_logistic,0.13,263,0.22433460076045628
2025-12,delivered_logistic,0.14,284,0.2147887323943662
2025-12,delivered_logistic,0.15,304,0.2138157894736842
2025-12,delivered_logistic,0.16,324,0.20679012345679013
2025-12,delivered_logistic,0.17,344,0.2063953488372093
2025-12,delivered_logistic,0.18,364,0.20054945054945056
2025-12,delivered_logistic,0.19,385,0.19220779220779222
2025-12,delivered_logistic,0.2,405,0.18765432098765433
2025-12,delivered_logistic,0.21,425,0.18352941176470589
2025-12,delivered_logistic,0.22,445,0.1797752808988764
2025-12,delivered_logistic,0.23,466,0.1781115879828326
2025-12,delivered_logistic,0.24,486,0.17695473251028807
2025-12,delivered_logistic,0.25,506,0.16996047430830039
2025-12,delivered_logistic,0.26,526,0.16539923954372623
2025-12,delivered_logistic,0.27,546,0.163003663003663
2025-12,delivered_logistic,0.28,567,0.15873015873015872
2025-12,delivered_logistic,0.29,587,0.15332197614991483
2025-12,delivered_logistic,0.3,607,0.15321252059308071
2025-12,delivered_logistic,0.31,627,0.1547049441786284
2025-12,delivered_logistic,0.32,648,0.15432098765432098
2025-12,delivered_logistic,0.33,668,0.1497005988023952
2025-12,delivered_logistic,0.34,688,0.14534883720930233
2025-12,delivered_logistic,0.35,708,0.1440677966101695
2025-12,delivered_logistic,0.36,728,0.14148351648351648
2025-12,delivered_logistic,0.37,749,0.13885180240320427
2025-12,delivered_logistic,0.38,769,0.13654096228868662
2025-12,delivered_logistic,0.39,789,0.13307984790874525
2025-12,delivered_logistic,0.4,809,0.1334981458590853
2025-12,delivered_logistic,0.41,830,0.13373493975903614
2025-12,delivered_logistic,0.42,850,0.13176470588235295
2025-12,delivered_logistic,0.43,870,0.12988505747126436
2025-12,delivered_logistic,0.44,890,0.12921348314606743
2025-12,delivered_logistic,0.45,910,0.12857142857142856
2025-12,delivered_logistic,0.46,931,0.12781954887218044
2025-12,delivered_logistic,0.47,951,0.12513144058885384
2025-12,delivered_logistic,0.48,971,0.12461380020597322
2025-12,delivered_logistic,0.49,991,0.12209889001009082
2025-12,delivered_logistic,0.5,1011,0.12166172106824925
2025-12,delivered_logistic,0.51,1032,0.12112403100775193
2025-12,delivered_logistic,0.52,1052,0.11977186311787072
2025-12,delivered_logistic,0.53,1072,0.11753731343283583
2025-12,delivered_logistic,0.54,1092,0.1163003663003663
2025-12,delivered_logistic,0.55,1113,0.11410601976639713
2025-12,delivered_logistic,0.56,1133,0.11385701676963812
2025-12,delivered_logistic,0.57,1153,0.11361665221162186
2025-12,delivered_logistic,0.58,1173,0.11253196930946291
2025-12,delivered_logistic,0.59,1193,0.11064543168482817
2025-12,delivered_logistic,0.6,1214,0.10873146622734761
2025-12,delivered_logistic,0.61,1234,0.10696920583468396
2025-12,delivered_logistic,0.62,1254,0.10526315789473684
2025-12,delivered_logistic,0.63,1274,0.10518053375196232
2025-12,delivered_logistic,0.64,1295,0.10424710424710425
2025-12,delivered_logistic,0.65,1315,0.10266159695817491
2025-12,delivered_logistic,0.66,1335,0.10112359550561797
2025-12,delivered_logistic,0.67,1355,0.0996309963099631
2025-12,delivered_logistic,0.68,1375,0.09818181818181818
2025-12,delivered_logistic,0.69,1396,0.09670487106017192
2025-12,delivered_logistic,0.7,1416,0.09533898305084745
2025-12,delivered_logistic,0.71,1436,0.09401114206128133
2025-12,delivered_logistic,0.72,1456,0.09340659340659341
2025-12,delivered_logistic,0.73,1477,0.09207853757616791
2025-12,delivered_logistic,0.74,1497,0.09151636606546426
2025-12,delivered_logistic,0.75,1517,0.0903098220171391
2025-12,delivered_logistic,0.76,1537,0.08913467794404685
2025-12,delivered_logistic,0.77,1557,0.0892742453436095
2025-12,delivered_logistic,0.78,1578,0.08808618504435994
2025-12,delivered_logistic,0.79,1598,0.0869837296620776
2025-12,delivered_logistic,0.8,1618,0.08590852904820766
2025-12,delivered_logistic,0.81,1638,0.08485958485958486
2025-12,delivered_logistic,0.82,1659,0.08378541289933696
2025-12,delivered_logistic,0.83,1679,0.08278737343656939
2025-12,delivered_logistic,0.84,1699,0.08181283107710417
2025-12,delivered_logistic,0.85,1719,0.08086096567771961
2025-12,delivered_logistic,0.86,1739,0.08050603795284646
2025-12,delivered_logistic,0.87,1760,0.08011363636363636
2025-12,delivered_logistic,0.88,1780,0.07921348314606741
2025-12,delivered_logistic,0.89,1800,0.07888888888888888
2025-12,delivered_logistic,0.9,1820,0.07802197802197802
2025-12,delivered_logistic,0.91,1841,0.07713199348180337
2025-12,delivered_logistic,0.92,1861,0.07630306286942504
2025-12,delivered_logistic,0.93,1881,0.07602339181286549
2025-12,delivered_logistic,0.94,1901,0.07522356654392424
2025-12,delivered_logistic,0.95,1921,0.07444039562727746
2025-12,delivered_logistic,0.96,1942,0.07363542739443872
2025-12,delivered_logistic,0.97,1962,0.0728848114169215
2025-12,delivered_logistic,0.98,1982,0.07214934409687185
2025-12,delivered_logistic,0.99,2002,0.07142857142857142
2025-12,delivered_logistic,1.0,2022,0.07072205736894165
