model,period,target,capacity,rows,positives,selected,true_positives_selected,prevalence,precision,recall,lift,average_precision,roc_auc,mean_prediction,brier,log_loss,stage
extended_boosting,2025-09,responded_strict,0.05,2038,155,102,35,0.0760549558390579,0.3431372549019608,0.2258064516129032,4.511701454775459,0.2590371014764115,0.7860723279598445,0.0803465672550618,0.0635037573857798,0.230432244023451,development
extended_boosting,2025-09,responded_strict,0.1,2038,155,204,58,0.0760549558390579,0.284313725490196,0.3741935483870968,3.7382669196710943,0.2590371014764115,0.7860723279598445,0.0803465672550618,0.0635037573857798,0.230432244023451,development
extended_boosting,2025-09,responded_strict,0.2,2038,155,408,87,0.0760549558390579,0.213235294117647,0.5612903225806452,2.8037001897533207,0.2590371014764115,0.7860723279598445,0.0803465672550618,0.0635037573857798,0.230432244023451,development
hcp_history_frozen,2025-07,responded_strict,0.05,2025,150,102,23,0.074074074074074,0.2254901960784313,0.1533333333333333,3.044117647058824,0.1745082526114043,0.7129653333333333,0.0689311730390161,0.0660151937147364,0.69604117742567,development
hcp_history_frozen,2025-07,responded_strict,0.1,2025,150,203,46,0.074074074074074,0.2266009852216748,0.3066666666666666,3.059113300492611,0.1745082526114043,0.7129653333333333,0.0689311730390161,0.0660151937147364,0.69604117742567,development
hcp_history_frozen,2025-07,responded_strict,0.2,2025,150,405,76,0.074074074074074,0.1876543209876543,0.5066666666666667,2.5333333333333337,0.1745082526114043,0.7129653333333333,0.0689311730390161,0.0660151937147364,0.69604117742567,development
hcp_history_frozen,2025-08,responded_strict,0.05,2012,146,101,20,0.0725646123260437,0.198019801980198,0.136986301369863,2.7288756272887564,0.1383746509652846,0.6879450586559779,0.0704160407089889,0.0671976093834347,0.7209574626390259,development
hcp_history_frozen,2025-08,responded_strict,0.1,2012,146,202,39,0.0725646123260437,0.193069306930693,0.2671232876712329,2.660653736606537,0.1383746509652846,0.6879450586559779,0.0704160407089889,0.0671976093834347,0.7209574626390259,development
hcp_history_frozen,2025-08,responded_strict,0.2,2012,146,403,68,0.0725646123260437,0.1687344913151365,0.4657534246575342,2.3252999762058537,0.1383746509652846,0.6879450586559779,0.0704160407089889,0.0671976093834347,0.7209574626390259,development
hcp_history_frozen,2025-09,responded_strict,0.05,2038,155,102,20,0.0760549558390579,0.196078431372549,0.1290322580645161,2.578115117014548,0.1462854193059381,0.6843472153221524,0.0693894648521445,0.0695824384349712,0.8014004753937942,development
hcp_history_frozen,2025-09,responded_strict,0.1,2038,155,204,41,0.0760549558390579,0.2009803921568627,0.2645161290322581,2.6425679949399115,0.1462854193059381,0.6843472153221524,0.0693894648521445,0.0695824384349712,0.8014004753937942,development
hcp_history_frozen,2025-09,responded_strict,0.2,2038,155,408,68,0.0760549558390579,0.1666666666666666,0.4387096774193548,2.1913978494623656,0.1462854193059381,0.6843472153221524,0.0693894648521445,0.0695824384349712,0.8014004753937942,development
three_field_rate,2025-07,responded_strict,0.05,2025,150,102,30,0.074074074074074,0.2941176470588235,0.2,3.970588235294118,0.2117510512755805,0.7834808888888889,0.0831384429845358,0.0630857158819759,0.2275527496339026,development
