feature,reference_rows,scoring_rows,reference_mean,scoring_mean,mean_difference_scoring_minus_reference,reference_sd,scoring_sd,standardized_mean_difference,ks_statistic,reference_missing,scoring_missing
decile,12135,12723,5.550061804697157,5.509156645445256,-0.04090515925190097,2.875462102358006,2.8710657688148986,-0.014236473988558547,0.007278818316341584,0,0
competitor_share_pct,12135,12723,51.58408735063865,51.42837381120805,-0.15571353943060018,19.7777174926566,19.799149623602727,-0.007868915755315932,0.007256297953532498,0,0
years_in_practice,12135,12723,16.18788627935723,16.101705572585082,-0.08618070677214718,7.770969648844285,7.755755062994217,-0.011100945884771016,0.008201570265815139,0,0
email_sent_last_90d,12135,12723,6.529460238978162,6.49579501689853,-0.03366522207963207,2.5630216742291565,2.5803930545139826,-0.013090536870824824,0.00907232524300472,0,0
emails_opened_last_90d,12135,12723,1.9892047795632468,1.9420734103591921,-0.047131369204054696,1.4452706110356477,1.43288538183773,-0.03275078414942071,0.017890553174142232,0,0
digital_engagement_score,12135,12723,48.58103007828594,48.355859467106825,-0.22517061117911652,14.213945778148496,14.057212388819275,-0.015929106943459136,0.015319190195733912,0,0
payer_mix_commercial_pct,12135,12723,55.35562422744128,55.55240116324766,0.19677693580637623,15.650799566947368,15.716100991783499,0.012546761450704822,0.008667444483856701,0,0
